compound_inchikey	scaffold_group	development_fold
UKWLNMIPRJLYGH-UHFFFAOYSA-N	ring:O=c1c(-c2ccccc2)coc2ccccc12	4
ULAADVBNYHGIBP-UHFFFAOYSA-N	ring:c1ccc2c(c1)CCC1C2CCC2CCCC21	3
ULGZDMOVFRHVEP-UHFFFAOYSA-N	ring:O=C1CCCCOC(=O)CC(OC2CCCCO2)CC(OC2CCCCO2)CCC1	3
ULHWZNASVJIOEM-UHFFFAOYSA-N	acyclic_connectivity:CC(C)=CCSCC(N)C(=O)O	2
ULSDMUVEXKOYBU-UHFFFAOYSA-N	ring:O=C1NC(Cc2ccc3[nH]ccc3c2)CO1	1
ULSUXBXHSYSGDT-UHFFFAOYSA-N	ring:O=c1cc(-c2ccccc2)oc2ccccc12	1
UMFJAHHVKNCGLG-UHFFFAOYSA-N	acyclic_connectivity:CN(C)N=O	4
UMJXUWDTBAXFNN-UHFFFAOYSA-N	ring:C1CCC(OC2CCOC(OC3CCC(OC4CCC5C(CCC6C5CCC5C7CC8(CCCCO8)OC7CC56)C4)OC3)C2OC2CCCCO2)OC1	2
UMKFEPPTGMDVMI-UHFFFAOYSA-N	ring:O=[PH]1NCCCO1	3
UMMREFLKYDGCQB-UHFFFAOYSA-N	acyclic_connectivity:CCC=CCC(=O)CC	4
UMSGKTJDUHERQW-UHFFFAOYSA-N	ring:c1ccc(C2=NCc3nncn3-c3sccc32)cc1	2
UMYDNZXEHYSVFY-UHFFFAOYSA-N	acyclic_connectivity:C=CCC(CCC)C(=O)O	3
UNAANXDKBXWMLN-UHFFFAOYSA-N	ring:c1ccc(C2CCC2)cc1	3
UNISKOOZAQCSPC-UHFFFAOYSA-N	ring:O=C1C=CC2C(=CCC3C2CCC2C3CC3OCOC32)C1	0
UNVGBIALRHLALK-UHFFFAOYSA-N	acyclic_connectivity:CC(O)CCCCO	4
UNXHWFMMPAWVPI-UHFFFAOYSA-N	acyclic_connectivity:OCC(O)C(O)CO	2
UOBJOWXNMYOTGQ-UHFFFAOYSA-N	ring:O=c1ccc2nc3ccc(OCOCc4ccccc4)cc3oc-2c1	4
UOCLXMDMGBRAIB-UHFFFAOYSA-N	acyclic_connectivity:CC(Cl)(Cl)Cl	1
UOKDPAAQNNWFSY-UHFFFAOYSA-N	ring:c1ccsc1	3
UOUIARGWRPHDBX-UHFFFAOYSA-N	ring:O=C1CCC2C1CCC1C3CCCCC3CCC21	4
UOVLTQUOCUWCRV-UHFFFAOYSA-N	ring:O=C1CC2=CC3CCCCC3CC2O1	1
UPKQNCPKPOLASS-UHFFFAOYSA-N	ring:c1ccc(CCCCNCCc2ccccc2)cc1	1
UPMRZALMHVUCIN-UHFFFAOYSA-N	ring:c1ccccc1	0
UPVBTYUCCOHEPJ-UHFFFAOYSA-N	ring:C1CCC(OC2CCCOC2)OC1	4
UQRPWWKJWZFNAE-UHFFFAOYSA-N	ring:O=C1CC2CCCC2C2CCC3CCCCC3C12	0
UQVKZNNCIHJZLS-UHFFFAOYSA-N	ring:c1ccc(-c2cnc3nc[nH]c3c2)cc1	3
URKOMYMAXPYINW-UHFFFAOYSA-N	ring:c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1S2	0
URLKBWYHVLBVBO-UHFFFAOYSA-N	ring:c1ccccc1	0
URRJUSLCXVXZOX-UHFFFAOYSA-N	ring:C1=CCC2c3ccccc3OCC2C1	3
URTFKMOPZGIJTM-UHFFFAOYSA-N	ring:c1ccccc1	0
URXZXNYJPAJJOQ-UHFFFAOYSA-N	acyclic_connectivity:CCCCCCC=CCCCCCCCCCCCC(=O)O	4
URYBOPNIACOOED-UHFFFAOYSA-N	ring:c1ccc(N(Cc2nn[nH]n2)C2CCOc3ccccc32)cc1	1
USBWBBAUWVUJLA-UHFFFAOYSA-N	ring:c1ccccc1	0
USMNOWBWPHYOEA-UHFFFAOYSA-N	ring:O=C1CC2CC2C1	1
USSIQXCVUWKGNF-UHFFFAOYSA-N	ring:c1ccc(Cc2ccccc2)cc1	2
USWVWJSAJAEEHQ-UHFFFAOYSA-N	ring:c1ccc2c(c1)OCO2	1
UTEAJHNFBCLZHN-UHFFFAOYSA-N	ring:O=c1c2ccccc2[nH]c2ccccc12	4
UTILMNMNJVRNKR-UHFFFAOYSA-N	ring:O=C1C=CC2C(=CCC3C2CCC2C(=O)CCC23)C1	4
UTKUVRNVYFTEHF-UHFFFAOYSA-N	ring:c1ccccc1	0
UTRJXEOCVQXSFY-UHFFFAOYSA-N	ring:C(CCC1CC2C(CC3C2CCC2C4CCC(OC5CCC(OC6CCCCO6)CO5)CC4CCC23)O1)COC1CCCCO1	0
UUIQMZJEGPQKFD-UHFFFAOYSA-N	acyclic_connectivity:CCCC(=O)OC	3
UUOCODHGILANAP-UHFFFAOYSA-N	ring:O=C1CCC23C(=O)OC4OCC(=CCC2C1)C43	2
UUWIEIBBJWHXIO-UHFFFAOYSA-N	ring:c1ccccc1	0
UVNHKOOJXSALHN-UHFFFAOYSA-N	ring:c1ccc(COC2CC3CCCC4CCC5OOC43C(O2)O5)cc1	4
UVTNFZQICZKOEM-UHFFFAOYSA-N	ring:c1ccc(Cc2ccccn2)cc1	0
UWKQSNNFCGGAFS-UHFFFAOYSA-N	ring:O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc(OC(=O)N4CCC(N5CCCCC5)CC4)ccc2nc1-3	3
UXUPPWPIGVTVQI-UHFFFAOYSA-N	acyclic_connectivity:CCCCCC(=O)OCC(C)C	4
UXVSDVSUISWXKD-UHFFFAOYSA-N	ring:O=C(OCCNCc1ccccc1)C1C=NC=CC1c1ccccc1	3
UYGONJYYUKVHDD-UHFFFAOYSA-N	ring:O=c1cc[nH]c2ccccc12	4
UYJHWPMQCSNBKU-UHFFFAOYSA-N	ring:O=c1[nH]c(=O)c2[nH]cnc2[nH]1	2
UYXAWHWODHRRMR-UHFFFAOYSA-N	ring:O=C1NC(=O)C(C2=CCCCC2)C(=O)N1	2
UZJVBXKFBQNDTQ-UHFFFAOYSA-N	ring:O=C(c1ccccc1)c1c[nH]c2ccccc12	2
UZLABLYYOJYQIX-UHFFFAOYSA-N	ring:O=C1C=CC2CCCC=C2C1	3
UZYMZRZCYLNXQU-UHFFFAOYSA-N	ring:O=C(OCC=Cc1ccccc1)c1cnccc1-c1ccccc1	2
VABCILAOYCMVPS-UHFFFAOYSA-N	ring:O=c1oc2ccccc2cc1Cc1ccccc1	3
VACPENDPPYPFPY-UHFFFAOYSA-N	ring:O=c1[nH]c(=O)n(Cc2ccco2)c2nc[nH]c12	4
VBAHFEPKESUPDE-UHFFFAOYSA-N	ring:c1ccccc1	0
VBGLYOIFKLUMQG-UHFFFAOYSA-N	ring:c1ccc2c(c1)COc1ccccc1-2	1
VBUWJOHKCBQXNU-UHFFFAOYSA-N	acyclic_connectivity:O=C(O)CC(O)C(O)CO	3
VCCRNZQBSJXYJD-UHFFFAOYSA-N	ring:O=c1cc(-c2ccccc2)oc2ccccc12	1
VCUCVBNQZJFUDR-UHFFFAOYSA-N	ring:O=C1CCC2C(CCC3C2CCC2C4CCCCC4CCC23)C1	1
VCVQSRCYSKKPBA-UHFFFAOYSA-N	ring:c1ccccc1	0
VCYXZJKAYAIMDV-UHFFFAOYSA-N	ring:C=C1CC23CC1CCC2C12CCCC(C(=O)O1)C2C3	2
VDSVKGIFRKCQHJ-UHFFFAOYSA-N	ring:O=C1CCOCC1	4
VEJWNIYARKAHFI-UHFFFAOYSA-N	ring:c1ccccc1	0
VEQOALNAAJBPNY-UHFFFAOYSA-N	ring:O=c1cc[nH]n1-c1ccccc1	1
VEXZGXHMUGYJMC-UHFFFAOYSA-N	acyclic_connectivity:Cl	3
VFJHHENNFQFTOV-UHFFFAOYSA-N	ring:C1CC2CC3COCC34CC4C2C1	1
VFLDPWHFBUODDF-UHFFFAOYSA-N	ring:O=C(C=Cc1ccccc1)CC(=O)C=Cc1ccccc1	0
VFVUMOKIAXYQDI-UHFFFAOYSA-N	ring:C1CCC(OCCC2CCCC(OC3CC(OC4CCCOC4)OCC3OC3CCCCO3)O2)OC1	1
VGKDLMBJGBXTGI-UHFFFAOYSA-N	ring:c1ccc(C2CCCc3ccccc32)cc1	1
VGRVKVGGUPOCMT-UHFFFAOYSA-N	ring:c1cscn1	3
VGWIZVWSLTYBQR-UHFFFAOYSA-N	ring:c1cc(C2CCC3C2CCC2C4CCC(OC5CCCCO5)CC4CCC23)co1	1
VHFVKMTVMIZMIK-UHFFFAOYSA-N	ring:c1ccc(N2CCNCC2)cc1	4
VHGCDTVCOLNTBX-UHFFFAOYSA-N	ring:c1ccc(COc2ccccc2)cc1	2
VHJLVAABSRFDPM-UHFFFAOYSA-N	acyclic_connectivity:OC(CS)C(O)CS	0
VHMRXGAIDDCGDU-UHFFFAOYSA-N	ring:c1ccc2c(c1)OCO2	1
VHOMAPWVLKRQAZ-UHFFFAOYSA-N	ring:c1ccccc1	0
VHRGRCVQAFMJIZ-UHFFFAOYSA-N	acyclic_connectivity:NCCCCCN	4
VHVPQPYKVGDNFY-UHFFFAOYSA-N	ring:O=c1[nH]ncn1-c1ccc(N2CCN(c3ccc(OCC4COC(Cn5cncn5)(c5ccccc5)O4)cc3)CC2)cc1	1
VHYCDWMUTMEGQY-UHFFFAOYSA-N	ring:c1ccccc1	0
VIAVBPFRYASSKF-UHFFFAOYSA-N	ring:c1ccccc1	0
VJGRWRRIAJQNFU-UHFFFAOYSA-N	ring:O=C(C=Cc1ccccc1)NC=Cc1ccccc1	1
VJJPUSNTGOMMGY-UHFFFAOYSA-N	ring:O=C1OCC2C(OC3CCC4OCOCC4O3)c3cc4c(cc3C(c3ccccc3)C12)OCO4	3
VJNXUFOTKNTNPG-UHFFFAOYSA-O	ring:O=c1nc[nH]c2c1[nH]c[n+]2C1CCCO1	0
VKTIONYPMSCHQI-UHFFFAOYSA-N	ring:C1CCCC1	2
VLCYCQAOQCDTCN-UHFFFAOYSA-N	acyclic_connectivity:NCCCC(N)(C(=O)O)C(F)F	0
VLKZOEOYAKHREP-UHFFFAOYSA-N	acyclic_connectivity:CCCCCC	1
VLPIATFUUWWMKC-UHFFFAOYSA-N	ring:c1ccccc1	0
VLWNRFXSKLVVEB-UHFFFAOYSA-N	ring:C1=CCCC2CCC2CCC1	1
VLWYFBXOEROLMC-UHFFFAOYSA-N	ring:C1CCC(OCCC2CCCC(OC3CC(OC4CCCOC4)OCC3OC3CC(OC4CCCCO4)CCO3)O2)OC1	4
VMBKZHMLQXCNCP-UHFFFAOYSA-N	acyclic_connectivity:C=C(C)CCCC(C)CCOC=O	2
VMZUTJCNQWMAGF-UHFFFAOYSA-N	ring:c1ccc(C2=NCc3nncn3-c3sccc32)cc1	2
VNGUCOGHCJHFID-UHFFFAOYSA-N	ring:C1=CC2CCC3C(=CCC4C5CCCCC5CCC34)C2CC1	1
VNQURRWYKFZKJZ-UHFFFAOYSA-N	ring:c1ccc(Nc2ccccc2)cc1	4
VNYSSYRCGWBHLG-UHFFFAOYSA-N	acyclic_connectivity:CCCCCC=CCC(O)C=CC=CC=CC(O)CCCC(=O)O	1
VOOYTQRREPYRIW-UHFFFAOYSA-N	ring:O=C1C=CCC(CCc2ccccc2)O1	3
VOXZDWNPVJITMN-UHFFFAOYSA-N	ring:c1ccc2c(c1)CCC1C2CCC2CCCC21	3
VPIAKHNXCOTPAY-UHFFFAOYSA-N	acyclic_connectivity:CCCCCCCS	0
VPIRRYIYIPYTGX-UHFFFAOYSA-N	ring:O=C(CCN1CCC(OC(c2ccccc2)c2ccccc2)CC1)c1ccccc1	2
VPIXQGUBUKFLRF-UHFFFAOYSA-N	ring:c1ccc2c(c1)CCc1ccccc1N2	3
VPKBRABQIHPIEA-UHFFFAOYSA-N	ring:C1=Cc2ccc(C=Cc3ccccc3)cc2OC1	0
VQEONGKQWIFHMN-UHFFFAOYSA-N	ring:c1ccccc1	0
VQSXCZMVUMSITD-UHFFFAOYSA-N	ring:c1ccc(CN2CCCCC2)cc1	3
VRBKIVRKKCLPHA-UHFFFAOYSA-N	ring:O=c1n(CCOc2ccccc2)cnn1CCCN1CCN(c2ccccc2)CC1	4
VREFGVBLTWBCJP-UHFFFAOYSA-N	ring:c1ccc(C2=NCc3nncn3-c3ccccc32)cc1	4
VSXVHWPQGHHXGS-UHFFFAOYSA-N	ring:O=C1OC2C=C3CCCCC3C3CCCC1C23	3
VTJUNIYRYIAIHF-UHFFFAOYSA-N	ring:C1CCNC1	1
VTNQPKFIQCLBDU-UHFFFAOYSA-N	ring:c1ccccc1	0
VTSFIPHRNAESED-UHFFFAOYSA-N	acyclic_connectivity:CCC=CCC(=O)OCC	0
VTWHHBJKZZJDQM-UHFFFAOYSA-N	ring:C1=CC23CC(OC4CCCCO4)CCC2C2(CCC4CCCC4C12)CO3	2
VUAXPLNAPPGWDL-UHFFFAOYSA-N	ring:O=C1CC2C(CCC3C4C=C(CCCCOC5CCCCO5)OC4CC32)C2CCC(OC3CCC(OC4CCCCO4)C(COC4CCCCO4)O3)CC12	2
VUDYWBBYQWVFAG-UHFFFAOYSA-N	ring:O=C1C=C2CCC3C4CCCC4CCC3C2CC1	1
VUNFOJWKJSYIDH-UHFFFAOYSA-N	acyclic_connectivity:CCCCCC=CCCCO	3
VVPRQWTYSNDTEA-UHFFFAOYSA-N	acyclic_connectivity:CCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	3
VVTJQHCRBOHFTD-UHFFFAOYSA-N	ring:C1=CC(c2ccccc2)CC=N1	1
VVUQNTKYPPFMID-UHFFFAOYSA-N	ring:O=S(=O)(Nc1ccnn1-c1ccccc1)c1ccccc1	0
VWCUGCYZZGRKEE-UHFFFAOYSA-N	ring:c1ccc(Cc2ccccc2)cc1	2
VXCSHMSBMMIJCN-UHFFFAOYSA-N	ring:O=C1CC=CCC=CC2C3OC3CC3C(Cc4c[nH]c5ccccc45)NC(=O)C23C(=O)CCC1=O	3
VXPWQNBKEIVYIS-UHFFFAOYSA-N	ring:c1ccc(CNc2cc(-c3[nH]cnc3-c3ccccc3)ccn2)cc1	1
VYDBTNADENXYSN-UHFFFAOYSA-N	ring:O=C(Cc1cn(C(=O)c2ccccc2)c2ccccc12)NCCc1ccccc1	3
VYOZKWKETGHHDW-UHFFFAOYSA-N	ring:C1CCC2CCCC2CC1	0
VYQXIUVIYICVCM-UHFFFAOYSA-N	ring:c1ccc(CCc2ccccc2)cc1	2
VYURQCQMACPHRC-UHFFFAOYSA-N	ring:c1ccc(C2CC(c3cc4c(c(C5CC(c6ccccc6)Oc6ccccc65)c3)OC(c3ccccc3)CC4)c3ccccc3O2)cc1	2
VYZGQLBKGMFPIP-UHFFFAOYSA-N	ring:C1CCC2C3=C(CCC2C1)C1CCCC1CC3	1
VZCYOOQTPOCHFL-UHFFFAOYSA-N	acyclic_connectivity:O=C(O)C=CC(=O)O	0
WBBPRCNXBQTYLF-UHFFFAOYSA-N	acyclic_connectivity:CSCCO	0
WBNQDOYYEUMPFS-UHFFFAOYSA-N	acyclic_connectivity:CCN(CC)N=O	1
WCCRLLABFCMDBZ-UHFFFAOYSA-N	ring:O=C1CCC2=C(CCC3C2=C(c2ccccc2)CC2CCCC23)C1	0
WCXZJNBNVYUXJV-UHFFFAOYSA-N	acyclic_connectivity:CC=CC=CCC(C)=O	2
WDZVGELJXXEGPV-UHFFFAOYSA-N	ring:c1ccccc1	0
WEDQXORSDFFRHR-UHFFFAOYSA-N	ring:C1CCC(OCCC2CCCC(OCCC3CCCC(OC4CCOC(OC5CCCOC5)C4)O3)O2)OC1	2
WEEGYLXZBRQIMU-UHFFFAOYSA-N	ring:C1CC2CCC1CO2	3
WEYVCQFUGFRXOM-UHFFFAOYSA-N	ring:c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1	1
WFWLQNSHRPWKFK-UHFFFAOYSA-N	ring:O=c1ccn(C2CCCO2)c(=O)[nH]1	3
WGCNASOHLSPBMP-UHFFFAOYSA-N	acyclic_connectivity:O=CCO	4
WGKIDCRTLNUROQ-UHFFFAOYSA-N	ring:c1ccc2sccc2c1	2
WGVKWNUPNGFDFJ-UHFFFAOYSA-N	ring:c1ccc2c(c1)CCCO2	1
WHBIGIKBNXZKFE-UHFFFAOYSA-N	ring:O=C(c1cc2ccccc2[nH]1)N1CCN(c2ccccn2)CC1	3
WHBMMWSBFZVSSR-UHFFFAOYSA-N	acyclic_connectivity:CC(O)CC(=O)O	3
WHKFJCYVPLCOGR-UHFFFAOYSA-N	ring:O=C(Cc1c(-c2ccccc2)c(-c2ccccc2)c2n1CCC2)OC1CCCCO1	0
WHOZNOZYMBRCBL-UHFFFAOYSA-N	acyclic_connectivity:CCCCCCCCCCCC=CC=O	4
WHTVZRBIWZFKQO-UHFFFAOYSA-N	ring:c1ccc2ncccc2c1	2
WIEOUDNBMYRSRD-UHFFFAOYSA-N	ring:O=C1c2ccccc2CCC2CCCCC12	3
WIFHAKQJYHVTQK-UHFFFAOYSA-N	ring:O=C1CC2C3CC=CC3C3(CCCCC23)O1	1
WISFURKNQXSDRA-UHFFFAOYSA-N	ring:C1CCC(OCCC2CCCC(OCCC3CCCC(OC4CC(OC5CCCOC5)OCC4OC4CC(OC5CCCCO5)CCO4)O3)O2)OC1	3
WITCOKQIPFWQQD-UHFFFAOYSA-N	acyclic_connectivity:CC(C)C(N)C(=O)NC(CC(N)=O)C(=O)O	4
WJCNZQLZVWNLKY-UHFFFAOYSA-N	ring:c1ccc2[nH]c(-c3cscn3)nc2c1	4
WJUSDWNKAATRHW-UHFFFAOYSA-N	ring:c1ccc2ccccc2c1	4
WKEMJKQOLOHJLZ-UHFFFAOYSA-N	ring:O=S(=O)(Cc1ccc2[nH]ccc2c1)N1CCCC1	1
WLCHQSHZHFLMJH-UHFFFAOYSA-N	ring:C1CC2CCC3C(CCC4C5CCCC5CCC43)C2C1	2
WLLMYDQRCSWAST-UHFFFAOYSA-N	acyclic_connectivity:CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	3
WLTXBTSNYDYARD-UHFFFAOYSA-N	ring:C1CCC(OC2CCOC(OC3CCC4C(CCC5C4CCC4C6CCCOC67CC54CO7)C3)C2OC2CCCCO2)OC1	4
WNEFHJONOSWJAK-UHFFFAOYSA-N	ring:C=C1CCCC2CCC=C12	1
WNJBUWVXSNLWEQ-UHFFFAOYSA-N	acyclic_connectivity:C=CCOC(=O)C=CC	3
WNYADZVDBIBLJJ-UHFFFAOYSA-N	ring:C1CCNC1	1
WNZBBTJFOIOEMP-UHFFFAOYSA-N	ring:c1ccc(CCCCN2CCC(c3ccccc3)CC2)cc1	3
WOEUPEKLVDSCQN-UHFFFAOYSA-N	ring:O=c1cc[nH]n1-c1ccccc1	1
WPGPCDVQHXOMQP-UHFFFAOYSA-N	ring:O=C1C=CCCC1	4
WPOQYXKDKVBMSB-UHFFFAOYSA-N	ring:C=C1CC=CCC1	2
WPZFUQQBKHILMS-UHFFFAOYSA-N	ring:O=c1ccc2ccccc2o1	1
WQODMRNWOXLYKU-UHFFFAOYSA-N	ring:C1CCOCC1	3
WQZGKKKJIJFFOK-UHFFFAOYSA-N	ring:C1CCOCC1	3
WRHGORWNJGOVQY-UHFFFAOYSA-N	ring:C=C1CCCC2C=CCCC12	4
WRHGSRWGZMBAFV-UHFFFAOYSA-N	ring:c1cc(CCCCCCCCCC2CCCO2)co1	1
WRHZVMBBRYBTKZ-UHFFFAOYSA-N	ring:c1cc[nH]c1	4
WSEQXVZVJXJVFP-UHFFFAOYSA-N	ring:c1ccc(C2OCc3ccccc32)cc1	1
WTBZNVRBNJWSPF-UHFFFAOYSA-N	ring:O=C1CCC2=CCC3C4CCCC4CC(=O)C3C2C1	3
WTFMBIIXZCPCMT-UHFFFAOYSA-N	ring:C1C2CC3C1C3C2	4
WTRSURIFLHBSLZ-UHFFFAOYSA-N	ring:O=C(OC1CCC2C(C1)C(=O)CC1C3CCC4CCCCC4C3=CCC21)c1ccccc1	4
WUADCCWRTIWANL-UHFFFAOYSA-N	ring:O=c1c(-c2ccccc2)coc2ccccc12	4
WUTYZMFRCNBCHQ-UHFFFAOYSA-N	ring:C1OC2(CS1)CN1CCC2CC1	4
WVKLERKKJXUPIK-UHFFFAOYSA-N	ring:O=c1ccc2ccc(OCc3ccccc3)cc2o1	2
WVLOADHCBXTIJK-UHFFFAOYSA-N	ring:O=C1CCC2C3Cc4cccc5c4C2(CCN3)C1O5	2
WVQBLGZPHOPPFO-UHFFFAOYSA-N	ring:c1ccccc1	0
WVVWYQOPRPVQFM-UHFFFAOYSA-N	ring:C1CCC(OC2CCOC(OC3CCCOC3)C2)OC1	4
WXTMDXOMEHJXQO-UHFFFAOYSA-N	ring:c1ccccc1	0
WYFYRQBBNVSDHV-UHFFFAOYSA-N	ring:c1ccc(OC2CCCCO2)cc1	2
WYUBYHGDUPOTPG-UHFFFAOYSA-N	ring:O=C(C=Cc1ccccc1)c1ccccc1	1
WZAMDSBJONFHAO-UHFFFAOYSA-N	ring:C1CCC2C(C1)CCC1C3CCCC3CCC21	2
WZBNEZWCNKUOSM-UHFFFAOYSA-N	ring:O=C(C=Cc1c[nH]c2ccccc12)Nc1ccccc1	4
WZXHSWVDAYOFPE-UHFFFAOYSA-N	ring:c1ccc2oc(C3CCNCC3)cc2c1	2
XADCESSVHJOZHK-UHFFFAOYSA-N	ring:c1ccc(C2CCNCC2)cc1	4
XALRSJNOMCWQJW-UHFFFAOYSA-N	ring:C1CCC2CCCCC2C1	4
XAPRFLSJBSXESP-UHFFFAOYSA-N	ring:c1ccc(-c2ccc3ccccc3n2)cc1	4
XBMIVRRWGCYBTQ-UHFFFAOYSA-N	ring:c1ccc(Cc2ccccc2)cc1	2
XBPVWACQUMEORV-UHFFFAOYSA-N	ring:O=C1CCC2C(CCC3Oc4cc5c(cc4CC32)C(=O)OC5)CO1	2
XBYJEPZKXGPIKK-UHFFFAOYSA-N	ring:C1=CC2(C=CCO2)OC1	0
XCSGPAVHZFQHGE-UHFFFAOYSA-N	ring:c1ccccc1	0
XCTHZFGSVQBHBW-UHFFFAOYSA-N	acyclic_connectivity:CC(C)CC(NC(=O)C(N)C(C)C)C(=O)O	1
XDOFQFKRPWOURC-UHFFFAOYSA-N	acyclic_connectivity:CC(C)CCCCCCCCCCCCCCC(=O)O	3
XEEDURHPFVXALT-UHFFFAOYSA-N	ring:O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1	4
XEJGJTYRUWUFFD-UHFFFAOYSA-N	ring:C1=CCCCC1	3
XERVTTUAMKCJIM-UHFFFAOYSA-N	ring:C1CCC(OCC2CCCC(OC3CCC4C(CCC5C4CCC4C6CC7(CCCCO7)OC6CC45)C3)O2)OC1	4
XEUPFPHHPCQXFV-UHFFFAOYSA-N	ring:C1CO1	1
XFCLJVABOIYOMF-UHFFFAOYSA-N	ring:C(=C(c1ccccc1)c1ccccc1)c1ccccc1	4
XFESAOYVWBMFSJ-UHFFFAOYSA-N	ring:c1ccc2ccccc2c1	4
XFLVBMBRLSCJAI-UHFFFAOYSA-N	ring:O=C1NC2CSCC2N1	2
XFYDIVBRZNQMJC-UHFFFAOYSA-N	ring:c1cc(NC2=NCCN2)c2nsnc2c1	3
XGALLCVXEZPNRQ-UHFFFAOYSA-N	ring:c1ccc(Nc2ncnc3ccc(OCCCN4CCOCC4)cc23)cc1	4
XGIODORTBODPTQ-UHFFFAOYSA-N	ring:O=c1n(CCOc2ccccc2)cnn1CCCN1CCN(c2ccccc2)CC1	4
XGOYIMQSIKSOBS-UHFFFAOYSA-N	ring:O=c1c2ccccc2oc2ccccc12	1
XIEAUEYXHINALS-UHFFFAOYSA-N	ring:O=C1CCC2C(C1)C(=O)CC1=C3CCCC3CCC12	2
XIGFNCYVSHOLIF-UHFFFAOYSA-N	ring:C1CCOC1	1
XIQVNETUBQGFHX-UHFFFAOYSA-N	ring:c1ccc(CC2CCCCC2)cc1	3
XJNGQIYBMXBCRU-UHFFFAOYSA-N	ring:C1=C2CCCC(Cc3ccccc3)C2CCC1	3
XJUZRXYOEPSWMB-UHFFFAOYSA-N	acyclic_connectivity:COCCl	2
XJZGNVBLVFOSKJ-UHFFFAOYSA-N	ring:C1CCC2C(C1)CCC1C3CCCC3CCC21	2
XKABJYQDMJTNGQ-UHFFFAOYSA-N	ring:c1cncc(C2CCCN2)c1	3
XKRVXEKRWHROIF-UHFFFAOYSA-N	ring:C1CCC(OCC2CCC(OC3CCCCO3)C(OCC3CCC4C3CCC3C5CCCCC5C(OC5CCCCO5)CC43)O2)OC1	1
XKWSWANXMRXDES-UHFFFAOYSA-N	acyclic_connectivity:CCCCCCCC(=O)OCCC(C)C	1
XLMALTXPSGQGBX-UHFFFAOYSA-N	ring:c1ccc(CCc2ccccc2)cc1	2
XLSMFKSTNGKWQX-UHFFFAOYSA-N	acyclic_connectivity:CC(=O)CO	0
XLYOFNOQVPJJNP-UHFFFAOYSA-N	acyclic_connectivity:O	1
XMAUFHMAAVTODF-UHFFFAOYSA-N	ring:O=C(CCc1c[nH]cn1)NCCc1ccccc1	1
XMGQYMWWDOXHJM-UHFFFAOYSA-N	ring:C1=CCCCC1	3
XMRPGKVKISIQBV-UHFFFAOYSA-N	ring:O=C1CCC2C(CCC3C4CCCC4CCC23)C1	2
XMTQQYYKAHVGBJ-UHFFFAOYSA-N	ring:c1ccccc1	0
XMXHEBAFVSFQEX-UHFFFAOYSA-N	ring:c1ccc(OCCCN2CCC(c3noc4ccccc34)CC2)cc1	1
XNZRYTITWLGTJS-UHFFFAOYSA-N	ring:O=c1ccc2nc3ccc(OCc4ccccc4)cc3oc-2c1	0
XOFDOXJFXCEFDE-UHFFFAOYSA-N	ring:C1=CC2C=CCCC2=C1	3
XPNMCDYOYIKVGB-UHFFFAOYSA-N	ring:c1ccc(CNC2C3CCN(CC3)C2C(c2ccccc2)c2ccccc2)cc1	4
XPOQHMRABVBWPR-UHFFFAOYSA-N	ring:O=C1Nc2ccccc2C(C#CC2CC2)O1	2
XRLVMZVXPMYCSF-UHFFFAOYSA-N	ring:O=C1CCC2C3=C(CCC2C1)C1CCC(CCCC2CO2)C1CC3	0
XROYFEWIXXCPAW-UHFFFAOYSA-N	acyclic_connectivity:CC(C(=O)O)C(=O)OC(CC(=O)[O-])C[N+](C)(C)C	0
XRSKAICFHVAEAV-UHFFFAOYSA-N	ring:O=C1CCC2C(=CC=C3C4CCCC4CCC32)C1	1
XSAYZAUNJMRRIR-UHFFFAOYSA-N	ring:c1ccc2ccccc2c1	4
XTUXQFVSYNSZST-UHFFFAOYSA-N	ring:c1cc(CCCCCCCCCCCCCC2CCCO2)co1	2
XTXDDQDHRPTBJS-UHFFFAOYSA-N	ring:C=C1C=C2C=c3ccc([nH]3)=Cc3ccc([nH]3)C=c3ccc([nH]3)=CC1=N2	2
XTXRWKRVRITETP-UHFFFAOYSA-N	acyclic_connectivity:C=COC(C)=O	0
XUEHVOLRMXNRKQ-UHFFFAOYSA-N	ring:C1=CC2C3CCCCC23C1	1
XUKUURHRXDUEBC-UHFFFAOYSA-N	ring:O=C(Nc1ccccc1)c1c[nH]c(-c2ccccc2)c1-c1ccccc1	4
XUXWOYRIGVQFMU-UHFFFAOYSA-N	ring:O=C1CCCOC1	0
XVAIDCNLVLTVFM-UHFFFAOYSA-N	ring:c1ccccc1	0
XVQDCCGQSOTQBN-UHFFFAOYSA-N	ring:C1=CCCCC1	3
XVSZRAWFCDHCBP-UHFFFAOYSA-N	acyclic_connectivity:CCCCCC(=O)OCCC(C)C	0
XVULBTBTFGYVRC-UHFFFAOYSA-N	ring:C1CCC2CCCCC2C1	4
